#GroupName	ProteinCount	SpeciesCount	FunctionalCategory	ConsensusFunctionalDescription
VOG15226	4	4	Xu	REFSEQ hypothetical protein
VOG15227	4	4	Xu	REFSEQ hypothetical protein
VOG15228	4	4	Xu	REFSEQ hypothetical protein
VOG15229	4	4	Xu	REFSEQ hypothetical protein
VOG15230	4	4	Xu	REFSEQ hypothetical protein
VOG15231	3	3	Xu	REFSEQ hypothetical protein
VOG15232	4	4	Xu	REFSEQ hypothetical protein
VOG15233	8	8	Xu	REFSEQ hypothetical protein
VOG15234	6	6	Xu	REFSEQ hypothetical protein
VOG15235	21	21	Xu	REFSEQ hypothetical protein
VOG15236	3	3	Xu	REFSEQ hypothetical protein
VOG15237	6	6	Xu	REFSEQ hypothetical protein
VOG15238	5	5	Xu	REFSEQ hypothetical protein
VOG15239	7	7	Xu	REFSEQ hypothetical protein
VOG15240	3	3	Xu	REFSEQ hypothetical protein
VOG15241	3	3	Xu	REFSEQ hypothetical protein
VOG15242	3	3	Xu	REFSEQ hypothetical protein
VOG15243	3	3	Xu	REFSEQ hypothetical protein
VOG15244	11	11	Xu	REFSEQ hypothetical protein
VOG15245	3	3	Xu	REFSEQ hypothetical protein
VOG15246	4	4	Xu	REFSEQ hypothetical protein
VOG15247	3	3	Xu	REFSEQ hypothetical protein
VOG15248	3	3	Xu	REFSEQ hypothetical protein
VOG15249	3	3	Xu	REFSEQ hypothetical protein
VOG15250	3	3	Xu	REFSEQ hypothetical protein
VOG15251	3	3	Xu	REFSEQ hypothetical protein
VOG15252	3	3	Xu	REFSEQ hypothetical protein
VOG15253	3	3	Xu	REFSEQ hypothetical protein
VOG15254	3	3	Xu	REFSEQ hypothetical protein
VOG15255	3	3	Xu	REFSEQ hypothetical protein
VOG15256	3	3	Xu	REFSEQ hypothetical protein
VOG15257	3	3	Xu	REFSEQ hypothetical protein
VOG15258	3	3	Xu	REFSEQ hypothetical protein
VOG15259	3	3	Xu	REFSEQ hypothetical protein
VOG15260	3	3	Xu	REFSEQ hypothetical protein
VOG15261	3	3	Xu	REFSEQ hypothetical protein
VOG15262	3	3	Xu	REFSEQ hypothetical protein
VOG15263	3	3	Xu	REFSEQ hypothetical protein
VOG15264	3	3	Xu	REFSEQ hypothetical protein
VOG15265	3	3	Xu	REFSEQ hypothetical protein
VOG15266	3	3	Xu	REFSEQ hypothetical protein
VOG15267	3	3	Xu	REFSEQ hypothetical protein
VOG15268	3	3	Xu	REFSEQ hypothetical protein
VOG15269	3	3	Xu	REFSEQ hypothetical protein
VOG15270	3	3	Xu	REFSEQ hypothetical protein
VOG15271	3	3	Xu	REFSEQ hypothetical protein
VOG15272	3	3	Xu	REFSEQ hypothetical protein
VOG15273	3	3	Xu	REFSEQ hypothetical protein
VOG15274	3	3	Xu	REFSEQ hypothetical protein
VOG15275	3	3	Xu	REFSEQ hypothetical protein
VOG15276	3	3	Xu	REFSEQ hypothetical protein
VOG15277	3	3	Xu	REFSEQ hypothetical protein
VOG15278	3	3	Xu	REFSEQ hypothetical protein
VOG15279	4	4	Xu	REFSEQ hypothetical protein
VOG15280	4	4	Xu	REFSEQ hypothetical protein
VOG15281	3	3	Xu	REFSEQ hypothetical protein
VOG15282	3	3	Xu	REFSEQ hypothetical protein
VOG15283	3	3	Xu	REFSEQ hypothetical protein
VOG15284	3	3	Xu	REFSEQ putative protein containing Nos-D like domain
VOG15285	3	3	Xu	REFSEQ baseplate wedge subunit
VOG15286	3	3	Xu	REFSEQ hypothetical protein
VOG15287	3	3	Xu	REFSEQ hypothetical protein
VOG15288	3	3	Xu	REFSEQ hypothetical protein
VOG15289	3	3	Xu	REFSEQ hypothetical protein
VOG15290	3	3	Xu	REFSEQ hypothetical protein
VOG15291	3	3	Xu	REFSEQ hypothetical protein
VOG15292	3	3	Xu	REFSEQ hypothetical protein
VOG15293	3	3	Xu	REFSEQ hypothetical protein
VOG15294	3	3	Xu	REFSEQ hypothetical protein
VOG15295	3	3	Xu	REFSEQ hypothetical protein
VOG15296	3	3	Xu	REFSEQ hypothetical protein
VOG15297	3	3	Xu	REFSEQ hypothetical protein
VOG15298	3	3	Xu	REFSEQ hypothetical protein
VOG15299	3	3	Xu	REFSEQ hypothetical protein
VOG15300	7	7	Xu	REFSEQ hypothetical protein
VOG15301	3	3	Xu	REFSEQ hypothetical protein
VOG15302	3	3	Xu	REFSEQ hypothetical protein
VOG15303	3	3	Xu	REFSEQ hypothetical protein
VOG15304	3	3	Xu	REFSEQ hypothetical protein
VOG15305	3	3	Xu	REFSEQ hypothetical protein
VOG15306	3	3	Xu	REFSEQ hypothetical protein
VOG15307	3	3	Xu	REFSEQ hypothetical protein
VOG15308	3	3	Xu	REFSEQ elongation factor Ts-like protein
VOG15309	3	3	Xu	REFSEQ hypothetical protein
VOG15310	3	3	Xu	REFSEQ putative peptidase-like protein
VOG15311	3	3	Xu	REFSEQ hypothetical protein
VOG15312	3	3	Xu	REFSEQ hypothetical protein
VOG15313	3	3	Xu	REFSEQ hypothetical protein
VOG15314	3	3	Xu	REFSEQ hypothetical protein
VOG15315	3	3	Xu	REFSEQ hypothetical protein
VOG15316	3	3	Xu	REFSEQ hypothetical protein
VOG15317	3	3	Xu	REFSEQ hypothetical protein
VOG15318	4	3	Xu	REFSEQ hypothetical protein
VOG15319	3	3	Xu	REFSEQ hypothetical protein
VOG15320	6	3	Xu	REFSEQ hypothetical protein
VOG15321	3	3	Xu	REFSEQ hypothetical protein
VOG15322	3	3	Xu	REFSEQ hypothetical protein
VOG15323	3	3	Xu	REFSEQ hypothetical protein
VOG15324	3	3	Xu	REFSEQ glycosyltransferase
VOG15325	3	3	Xu	REFSEQ hypothetical protein
VOG15326	3	3	Xu	REFSEQ hypothetical protein
VOG15327	3	3	Xu	REFSEQ hypothetical protein
VOG15328	3	3	Xu	REFSEQ hypothetical protein
VOG15329	3	3	Xu	REFSEQ hypothetical protein
VOG15330	3	3	Xu	REFSEQ hypothetical protein
VOG15331	3	3	Xu	REFSEQ hypothetical protein
VOG15332	3	3	Xu	REFSEQ hypothetical protein
VOG15333	3	3	Xu	REFSEQ hypothetical protein
VOG15334	3	3	Xu	REFSEQ hypothetical protein
VOG15335	3	3	Xu	REFSEQ hypothetical protein
VOG15336	3	3	Xu	REFSEQ hypothetical protein
VOG15337	4	4	Xu	REFSEQ signal peptide protein
VOG15338	3	3	Xu	REFSEQ hypothetical protein
VOG15339	3	3	Xu	REFSEQ hypothetical protein
VOG15340	3	3	Xu	REFSEQ hypothetical protein
VOG15341	3	3	Xu	REFSEQ hypothetical protein
VOG15342	3	3	Xu	REFSEQ hypothetical protein
VOG15343	3	3	Xu	REFSEQ hypothetical protein
VOG15344	3	3	Xu	REFSEQ hypothetical protein
VOG15345	3	3	Xu	REFSEQ hypothetical protein
VOG15346	3	3	Xu	REFSEQ hypothetical protein
VOG15347	3	3	Xu	REFSEQ hypothetical protein
VOG15348	3	3	Xu	REFSEQ hypothetical protein
VOG15349	3	3	Xu	REFSEQ hypothetical protein
VOG15350	3	3	Xu	REFSEQ hypothetical protein
VOG15351	3	3	Xu	REFSEQ hypothetical protein
VOG15352	3	3	Xu	REFSEQ hypothetical protein
VOG15353	3	3	Xu	REFSEQ hypothetical protein
VOG15354	4	4	Xu	REFSEQ hypothetical protein
VOG15355	3	3	Xu	REFSEQ hypothetical protein
VOG15356	3	3	Xu	REFSEQ hypothetical protein
VOG15357	3	3	Xu	REFSEQ hypothetical protein
VOG15358	5	5	Xu	REFSEQ hypothetical protein
VOG15359	3	3	Xu	REFSEQ hypothetical protein
VOG15360	3	3	Xu	REFSEQ hypothetical protein
VOG15361	3	3	Xu	REFSEQ hypothetical protein
VOG15362	4	4	Xu	REFSEQ hypothetical protein
VOG15363	3	3	Xu	REFSEQ RelA/SpoT family protein
VOG15364	3	3	Xu	REFSEQ hypothetical protein
VOG15365	3	3	Xu	REFSEQ hypothetical protein
VOG15366	3	3	Xu	REFSEQ hypothetical protein
VOG15367	3	3	Xu	REFSEQ hypothetical protein
VOG15368	3	3	Xu	REFSEQ hypothetical protein
VOG15369	3	3	Xu	REFSEQ hypothetical protein
VOG15370	3	3	Xu	REFSEQ hypothetical protein
VOG15371	3	3	Xu	REFSEQ hypothetical protein
VOG15372	3	3	Xu	REFSEQ hypothetical protein
VOG15373	3	3	Xu	REFSEQ hypothetical protein
VOG15374	19	19	Xu	REFSEQ hypothetical protein
VOG15375	3	3	Xu	REFSEQ hypothetical protein
VOG15376	3	3	Xu	REFSEQ hypothetical protein
VOG15377	3	3	Xu	REFSEQ hypothetical protein
VOG15378	4	4	Xu	REFSEQ hypothetical protein
VOG15379	3	3	Xu	REFSEQ hypothetical protein
VOG15380	3	3	Xu	REFSEQ hypothetical protein
VOG15381	3	3	Xu	REFSEQ hypothetical protein
VOG15382	3	3	Xu	REFSEQ hypothetical protein
VOG15383	3	3	Xu	REFSEQ hypothetical protein
VOG15384	5	5	Xu	REFSEQ hypothetical protein
VOG15385	3	3	Xu	REFSEQ hypothetical protein
VOG15386	5	5	Xu	REFSEQ hypothetical protein
VOG15387	3	3	Xu	REFSEQ hypothetical protein
VOG15388	3	3	Xu	REFSEQ hypothetical protein
VOG15389	3	3	Xu	REFSEQ hypothetical protein
VOG15390	3	3	Xu	REFSEQ hypothetical protein
VOG15391	3	3	Xu	REFSEQ hypothetical protein
VOG15392	3	3	Xu	REFSEQ hypothetical protein
VOG15393	3	3	Xu	REFSEQ hypothetical protein
VOG15394	3	3	Xu	REFSEQ hypothetical protein
VOG15395	5	5	Xu	REFSEQ hypothetical protein
VOG15396	3	3	Xu	REFSEQ hypothetical protein
VOG15397	3	3	Xu	REFSEQ hypothetical protein
VOG15398	3	3	Xu	REFSEQ hypothetical protein
VOG15399	3	3	Xu	REFSEQ hypothetical protein
VOG15400	3	3	Xu	REFSEQ hypothetical protein
VOG15401	3	3	Xu	REFSEQ hypothetical protein
VOG15402	3	3	Xu	REFSEQ hypothetical protein
VOG15403	3	3	Xu	REFSEQ hypothetical protein
VOG15404	5	5	Xu	REFSEQ hypothetical protein
VOG15405	5	5	Xu	REFSEQ hypothetical protein
VOG15406	3	3	Xu	REFSEQ hypothetical protein
VOG15407	6	6	Xu	REFSEQ hypothetical protein
VOG15408	3	3	Xu	REFSEQ PfWMP3_25
VOG15409	3	3	Xu	REFSEQ scaffold protein
VOG15410	3	3	Xu	REFSEQ tail tubular protein B
VOG15411	3	3	Xu	REFSEQ hypothetical protein
VOG15412	3	3	Xu	REFSEQ hypothetical protein
VOG15413	3	3	Xu	REFSEQ hypothetical protein
VOG15414	3	3	Xu	REFSEQ hypothetical protein
VOG15415	3	3	Xu	REFSEQ hypothetical protein
VOG15416	5	5	Xu	REFSEQ hypothetical protein
VOG15417	6	5	XhXrXs	sp|P89201|POLG_SPMMV Genome polyprotein
VOG15418	8	8	Xs	sp|W6JIC6|CAPSD_CPBDV Capsid protein
VOG15419	3	3	Xu	REFSEQ PIPO
VOG15420	3	3	Xu	REFSEQ V3
VOG15421	3	3	Xu	REFSEQ V2
VOG15422	3	3	Xu	REFSEQ C3
VOG15423	7	7	Xu	sp|B2BNF0|VNS3_AQRVG Non-structural 3
VOG15424	6	6	Xu	sp|B2BNE6|VNS4_AQRVG Non-structural protein 4
VOG15425	8	5	Xu	REFSEQ hypothetical protein
VOG15426	5	3	Xu	REFSEQ hypothetical protein
VOG15427	5	5	Xu	REFSEQ VP7
VOG15428	10	6	Xu	REFSEQ hypothetical protein
VOG15429	8	8	Xu	REFSEQ hypothetical protein
VOG15430	4	4	Xs	sp|O01999|PYHD_CPVCS Polyhedrin
VOG15431	5	5	Xu	REFSEQ hypothetical protein
VOG15432	9	9	Xu	REFSEQ hypothetical protein
VOG15433	5	5	Xu	REFSEQ hypothetical protein
VOG15434	4	4	Xu	REFSEQ hypothetical protein
VOG15435	4	4	Xu	REFSEQ hypothetical protein
VOG15436	5	5	Xu	REFSEQ hypothetical protein
VOG15437	5	5	Xu	REFSEQ hypothetical protein
VOG15438	3	3	Xu	REFSEQ hypothetical protein
VOG15439	3	3	Xu	REFSEQ hypothetical protein
VOG15440	6	6	Xu	REFSEQ hypothetical protein
VOG15441	3	3	Xu	REFSEQ hypothetical protein
VOG15442	3	3	Xu	REFSEQ hypothetical protein
VOG15443	5	5	Xu	REFSEQ hypothetical protein
VOG15444	5	5	Xu	REFSEQ hypothetical protein
VOG15445	5	5	Xu	REFSEQ hypothetical protein
VOG15446	5	5	Xu	REFSEQ hypothetical protein
VOG15447	5	5	Xu	REFSEQ hypothetical protein
VOG15448	4	4	Xu	REFSEQ hypothetical protein
VOG15449	13	12	Xu	REFSEQ hypothetical protein
VOG15450	5	5	Xu	REFSEQ hypothetical protein
VOG15451	5	5	Xu	REFSEQ hypothetical protein
VOG15452	4	4	Xu	REFSEQ hypothetical protein
VOG15453	5	5	Xu	REFSEQ hypothetical protein
VOG15454	9	9	Xu	REFSEQ hypothetical protein
VOG15455	6	6	Xu	REFSEQ hypothetical protein
VOG15456	4	4	Xu	sp|W6JHZ8|VP1_CPBDV Viral protein 1
VOG15457	16	16	Xu	REFSEQ hypothetical protein
VOG15458	3	3	Xu	REFSEQ anti-CRISPR protein AcrIIA5
VOG15459	15	15	Xu	sp|B2BNE2|VNS1_AQRVG Non-structural protein 1
VOG15460	5	5	Xu	REFSEQ hypothetical protein
VOG15461	8	8	Xu	REFSEQ hypothetical protein
VOG15462	7	7	Xu	REFSEQ hypothetical protein
VOG15463	9	9	Xu	REFSEQ hypothetical protein
VOG15464	6	6	Xu	REFSEQ hypothetical protein
VOG15465	3	3	Xu	REFSEQ hypothetical protein
VOG15466	3	3	Xu	REFSEQ hypothetical protein
VOG15467	4	4	Xu	REFSEQ hypothetical protein
VOG15468	5	5	Xu	REFSEQ hypothetical protein
VOG15469	6	6	Xu	REFSEQ hypothetical protein
VOG15470	12	12	Xu	REFSEQ hypothetical protein
VOG15471	10	10	Xu	REFSEQ hypothetical protein
VOG15472	3	3	Xu	REFSEQ hypothetical protein
VOG15473	7	7	Xu	REFSEQ hypothetical protein
VOG15474	3	3	Xu	REFSEQ hypothetical protein
VOG15475	7	7	Xu	REFSEQ highly derived D5-like helicase-primase
VOG15476	12	12	Xu	REFSEQ hypothetical protein
VOG15477	10	10	Xu	REFSEQ hypothetical protein
VOG15478	4	4	Xu	REFSEQ hypothetical protein
VOG15479	11	11	Xu	REFSEQ hypothetical protein
VOG15480	7	7	Xu	REFSEQ hypothetical protein
VOG15481	6	6	Xu	REFSEQ hypothetical protein
VOG15482	7	7	Xu	REFSEQ hypothetical protein
VOG15483	10	9	Xu	REFSEQ hypothetical protein
VOG15484	12	12	Xu	REFSEQ hypothetical protein
VOG15485	10	10	Xu	REFSEQ hypothetical protein
VOG15486	11	11	Xu	REFSEQ hypothetical protein
VOG15487	5	5	Xu	REFSEQ hypothetical protein
VOG15488	3	3	Xu	REFSEQ hypothetical protein
VOG15489	9	9	Xu	REFSEQ hypothetical protein
VOG15490	11	11	Xu	REFSEQ hypothetical protein
VOG15491	16	11	Xu	REFSEQ hypothetical protein
VOG15492	5	5	Xu	REFSEQ hypothetical protein
VOG15493	11	11	Xu	REFSEQ hypothetical protein
VOG15494	6	6	Xu	REFSEQ hypothetical protein
VOG15495	12	12	Xu	REFSEQ hypothetical protein
VOG15496	11	11	Xu	REFSEQ hypothetical protein
VOG15497	10	10	Xu	REFSEQ hypothetical protein
VOG15498	11	11	Xu	REFSEQ hypothetical protein
VOG15499	11	11	Xu	REFSEQ hypothetical protein
VOG15500	11	11	Xu	REFSEQ hypothetical protein
VOG15501	7	7	Xu	REFSEQ hypothetical protein
VOG15502	7	7	Xu	REFSEQ hypothetical protein
VOG15503	9	9	Xu	REFSEQ hypothetical protein
VOG15504	10	10	Xu	REFSEQ hypothetical protein
VOG15505	11	11	Xu	REFSEQ hypothetical protein
VOG15506	10	10	Xu	REFSEQ small membrane protein
VOG15507	26	14	Xu	REFSEQ hypothetical protein
VOG15508	8	8	Xu	REFSEQ hypothetical protein
VOG15509	12	10	Xu	REFSEQ hypothetical protein
VOG15510	9	9	Xu	REFSEQ hypothetical protein
VOG15511	9	9	Xu	REFSEQ hypothetical protein
VOG15512	7	7	Xu	REFSEQ hypothetical protein
VOG15513	12	12	Xu	REFSEQ hypothetical protein
VOG15514	11	11	Xu	REFSEQ hypothetical protein
VOG15515	12	12	Xu	REFSEQ hypothetical protein
VOG15516	11	11	Xu	REFSEQ hypothetical protein
VOG15517	11	11	Xu	REFSEQ hypothetical protein
VOG15518	11	11	Xu	REFSEQ hypothetical protein
VOG15519	12	12	Xu	REFSEQ hypothetical protein
VOG15520	10	10	Xu	REFSEQ hypothetical protein
VOG15521	12	12	Xu	REFSEQ hypothetical protein
VOG15522	12	12	Xu	REFSEQ class 3 lipase
VOG15523	12	12	Xu	REFSEQ hypothetical protein
VOG15524	12	12	Xu	REFSEQ hypothetical protein
VOG15525	12	12	Xu	REFSEQ putative RNA methyltransferase
VOG15526	12	12	Xu	REFSEQ hypothetical protein
VOG15527	11	11	Xu	REFSEQ hypothetical protein
VOG15528	12	12	Xu	REFSEQ hypothetical protein
VOG15529	10	10	Xu	REFSEQ hypothetical protein
VOG15530	11	11	Xu	REFSEQ hypothetical protein
VOG15531	10	10	Xu	REFSEQ hypothetical protein
VOG15532	11	11	Xu	REFSEQ hypothetical protein
VOG15533	9	9	Xu	REFSEQ hypothetical protein
VOG15534	4	4	Xu	REFSEQ hypothetical protein
VOG15535	17	17	Xu	REFSEQ hypothetical protein
VOG15536	8	8	Xu	REFSEQ hypothetical protein
VOG15537	16	16	Xu	sp|O55739|127L_IIV6 Uncharacterized protein 127L
VOG15538	12	12	Xu	REFSEQ hypothetical protein
VOG15539	9	9	Xu	REFSEQ hypothetical protein
VOG15540	3	3	Xu	REFSEQ hypothetical protein
VOG15541	9	9	Xu	REFSEQ hypothetical protein
VOG15542	11	11	Xu	REFSEQ hypothetical protein
VOG15543	4	4	Xu	REFSEQ hypothetical protein
VOG15544	12	12	Xu	REFSEQ hypothetical protein
VOG15545	9	9	Xu	REFSEQ hypothetical protein
VOG15546	9	9	Xu	REFSEQ hypothetical protein
VOG15547	12	12	Xu	REFSEQ membrane protein
VOG15548	10	10	Xu	REFSEQ hypothetical protein
VOG15549	8	8	Xu	REFSEQ hypothetical protein
VOG15550	5	5	Xu	REFSEQ hypothetical protein
VOG15551	10	10	Xu	REFSEQ hypothetical protein
VOG15552	11	11	Xu	REFSEQ hypothetical protein
VOG15553	12	11	Xu	REFSEQ hypothetical protein
VOG15554	10	10	Xu	REFSEQ hypothetical protein
VOG15555	3	3	Xu	REFSEQ hypothetical protein
VOG15556	11	11	Xu	REFSEQ hypothetical protein
VOG15557	11	11	Xu	REFSEQ hypothetical protein
VOG15558	3	3	Xu	REFSEQ hypothetical protein
VOG15559	10	10	Xu	REFSEQ hypothetical protein
VOG15560	12	12	Xu	REFSEQ hypothetical protein
VOG15561	12	12	Xu	REFSEQ putative secreted protein
VOG15562	11	11	Xu	REFSEQ hypothetical protein
VOG15563	11	11	Xu	REFSEQ hypothetical protein
VOG15564	12	12	Xu	REFSEQ hypothetical protein
VOG15565	12	12	Xu	REFSEQ hypothetical protein
VOG15566	11	11	Xu	REFSEQ ankyrin repeat-containing protein
VOG15567	9	9	Xu	REFSEQ hypothetical protein
VOG15568	11	11	Xu	REFSEQ hypothetical protein
VOG15569	15	10	Xu	REFSEQ hypothetical protein
VOG15570	9	9	Xu	REFSEQ putative secreted protein
VOG15571	10	9	Xu	REFSEQ hypothetical protein
VOG15572	5	5	Xu	REFSEQ hypothetical protein
VOG15573	6	6	Xu	REFSEQ hypothetical protein
VOG15574	9	9	Xu	REFSEQ hypothetical protein
VOG15575	6	6	Xu	REFSEQ hypothetical protein
VOG15576	11	11	Xu	REFSEQ hypothetical protein
VOG15577	5	5	Xu	REFSEQ hypothetical protein
VOG15578	11	11	Xu	REFSEQ hypothetical protein
VOG15579	5	5	Xu	REFSEQ hypothetical protein
VOG15580	12	12	Xu	REFSEQ hypothetical protein
VOG15581	11	11	Xu	REFSEQ hypothetical protein
VOG15582	11	11	Xu	REFSEQ hypothetical protein
VOG15583	10	10	Xu	REFSEQ hypothetical protein
VOG15584	5	5	Xu	REFSEQ hypothetical protein
VOG15585	12	12	Xu	REFSEQ hypothetical protein
VOG15586	4	4	Xu	REFSEQ hypothetical protein
VOG15587	3	3	Xu	REFSEQ hypothetical protein
VOG15588	3	3	Xu	REFSEQ hypothetical protein
VOG15589	11	11	Xu	REFSEQ hypothetical protein
VOG15590	4	4	Xu	REFSEQ hypothetical protein
VOG15591	11	11	Xu	REFSEQ galactose binding lectin domain-containing protein
VOG15592	17	17	Xu	REFSEQ hypothetical protein
VOG15593	5	5	Xu	REFSEQ hypothetical protein
VOG15594	12	12	Xu	REFSEQ hypothetical protein
VOG15595	11	11	Xu	REFSEQ hypothetical protein
VOG15596	11	11	Xu	REFSEQ AAA-family ATPase
VOG15597	10	10	Xu	REFSEQ hypothetical protein
VOG15598	22	22	Xh	sp|P60519|GBRL2_BOVIN Gamma-aminobutyric acid receptor-associated protein-like 2
VOG15599	5	5	Xu	REFSEQ hypothetical protein
VOG15600	9	9	Xu	REFSEQ hypothetical protein
VOG15601	12	12	Xu	REFSEQ hypothetical protein
VOG15602	11	11	XrXs	sp|A0A097I2D0|H4H3_MELV Histone doublet H4-H3
VOG15603	11	11	Xu	REFSEQ hypothetical protein
VOG15604	11	11	Xu	REFSEQ hypothetical protein
VOG15605	11	11	Xu	REFSEQ hypothetical protein
VOG15606	20	20	Xu	REFSEQ hypothetical protein
VOG15607	11	11	Xu	REFSEQ hypothetical protein
VOG15608	11	11	Xu	REFSEQ hypothetical protein
VOG15609	11	11	Xu	REFSEQ hypothetical protein
VOG15610	12	12	Xu	REFSEQ hypothetical protein
VOG15611	4	4	Xu	REFSEQ hypothetical protein
VOG15612	11	11	Xu	REFSEQ hypothetical protein
VOG15613	5	5	Xu	REFSEQ hypothetical protein
VOG15614	11	10	Xu	REFSEQ hypothetical protein
VOG15615	12	12	Xu	REFSEQ hypothetical protein
VOG15616	11	11	Xu	REFSEQ hypothetical protein
VOG15617	10	10	Xu	REFSEQ hypothetical protein
VOG15618	11	11	Xu	REFSEQ putative glycosyltransferase
VOG15619	6	6	Xu	REFSEQ hypothetical protein
VOG15620	4	4	Xu	REFSEQ hypothetical protein
VOG15621	6	6	Xu	REFSEQ hypothetical protein
VOG15622	3	3	XhXpXrXs	sp|O73556|POLG_HPE2W Genome polyprotein
VOG15623	6	6	Xu	REFSEQ hypothetical protein
VOG15624	6	6	Xu	REFSEQ hypothetical protein
VOG15625	6	6	Xu	REFSEQ hypothetical protein
VOG15626	5	5	Xu	REFSEQ hypothetical protein
VOG15627	8	8	Xu	REFSEQ hypothetical protein
VOG15628	6	6	Xu	REFSEQ hypothetical protein
VOG15629	5	5	Xu	REFSEQ hypothetical protein
VOG15630	6	6	Xu	REFSEQ hypothetical protein
VOG15631	6	6	Xu	REFSEQ hypothetical protein
VOG15632	3	3	Xu	REFSEQ hypothetical protein
VOG15633	3	3	Xu	REFSEQ hypothetical protein
VOG15634	4	4	Xu	REFSEQ hypothetical protein
VOG15635	6	6	Xu	REFSEQ hypothetical protein
VOG15636	6	6	Xu	REFSEQ hypothetical protein
VOG15637	6	6	Xu	REFSEQ hypothetical protein
VOG15638	6	6	Xu	REFSEQ hypothetical protein
VOG15639	8	8	Xu	REFSEQ hypothetical protein
VOG15640	3	3	Xu	REFSEQ hypothetical protein
VOG15641	4	4	Xu	REFSEQ hypothetical protein
VOG15642	8	8	Xu	REFSEQ hypothetical protein
VOG15643	5	5	Xu	REFSEQ hypothetical protein
VOG15644	3	3	Xu	REFSEQ hypothetical protein
VOG15645	10	10	Xu	REFSEQ putative coat protein
VOG15646	5	5	Xu	REFSEQ hypothetical protein
VOG15647	10	10	Xu	REFSEQ hypothetical protein
VOG15648	20	20	Xu	REFSEQ hypothetical protein
VOG15649	5	5	Xu	REFSEQ hypothetical protein
VOG15650	8	8	Xu	REFSEQ hypothetical protein
VOG15651	4	4	Xu	REFSEQ hypothetical protein
VOG15652	4	4	Xu	REFSEQ hypothetical protein
VOG15653	6	6	Xu	REFSEQ hypothetical protein
VOG15654	8	5	Xu	sp|O48412|GP58_BPSP1 Putative gene 58 protein
VOG15655	3	3	Xu	REFSEQ hypothetical protein
VOG15656	4	4	Xu	REFSEQ hypothetical protein
VOG15657	4	4	Xu	REFSEQ hypothetical protein
VOG15658	3	3	Xu	REFSEQ hypothetical protein
VOG15659	5	4	Xh	sp|P02958|SSPC_BACSU Small, acid-soluble spore protein C
VOG15660	5	3	Xu	REFSEQ hypothetical protein
VOG15661	3	3	Xu	REFSEQ hypothetical protein
VOG15662	4	4	Xu	REFSEQ hypothetical protein
VOG15663	3	3	Xu	REFSEQ hypothetical protein
VOG15664	3	3	Xu	REFSEQ hypothetical protein
VOG15665	3	3	Xu	REFSEQ hypothetical protein
VOG15666	4	4	Xu	REFSEQ hypothetical protein
VOG15667	6	6	Xu	REFSEQ hypothetical protein
VOG15668	4	4	Xu	REFSEQ hypothetical protein
VOG15669	3	3	Xu	REFSEQ hypothetical protein
VOG15670	4	4	Xu	REFSEQ hypothetical protein
VOG15671	3	3	Xu	REFSEQ hypothetical protein
VOG15672	3	3	Xu	REFSEQ hypothetical protein
VOG15673	4	4	Xu	REFSEQ hypothetical protein
VOG15674	3	3	Xu	REFSEQ hypothetical protein
VOG15675	3	3	Xu	REFSEQ hypothetical protein
VOG15676	3	3	Xu	REFSEQ hypothetical protein
VOG15677	4	4	Xu	REFSEQ hypothetical protein
VOG15678	4	4	Xu	REFSEQ hypothetical protein
VOG15679	3	3	Xu	REFSEQ hypothetical protein
VOG15680	4	4	Xu	REFSEQ hypothetical protein
VOG15681	4	4	Xu	REFSEQ hypothetical protein
VOG15682	5	5	Xu	REFSEQ hypothetical protein
VOG15683	4	4	Xu	REFSEQ hypothetical protein
VOG15684	3	3	Xu	REFSEQ hypothetical protein
VOG15685	5	5	Xu	REFSEQ hypothetical protein
VOG15686	6	6	Xu	REFSEQ hypothetical protein
VOG15687	3	3	Xu	REFSEQ hypothetical protein
VOG15688	3	3	Xu	REFSEQ hypothetical protein
VOG15689	4	4	Xu	REFSEQ hypothetical protein
VOG15690	4	4	Xu	REFSEQ hypothetical protein
VOG15691	4	4	Xu	REFSEQ hypothetical protein
VOG15692	4	4	Xu	REFSEQ hypothetical protein
VOG15693	3	3	Xu	REFSEQ hypothetical protein
VOG15694	3	3	Xu	REFSEQ hypothetical protein
VOG15695	3	3	Xu	REFSEQ hypothetical protein
VOG15696	6	6	Xu	REFSEQ hypothetical protein
VOG15697	6	6	Xu	REFSEQ hypothetical protein
VOG15698	3	3	Xu	REFSEQ hypothetical protein
VOG15699	6	6	Xu	REFSEQ hypothetical protein
VOG15700	9	9	Xu	REFSEQ hypothetical protein
VOG15701	10	10	Xu	REFSEQ hypothetical protein
VOG15702	6	6	Xu	REFSEQ hypothetical protein
VOG15703	6	6	Xu	REFSEQ hypothetical protein
VOG15704	6	6	Xu	REFSEQ hypothetical protein
VOG15705	6	6	Xu	REFSEQ tail fiber
VOG15706	6	6	Xu	REFSEQ hypothetical protein
VOG15707	6	6	Xu	REFSEQ hypothetical protein
VOG15708	6	6	Xu	REFSEQ hypothetical protein
VOG15709	6	6	Xu	REFSEQ hypothetical protein
VOG15710	6	6	Xu	REFSEQ hypothetical protein
VOG15711	6	6	Xu	REFSEQ hypothetical protein
VOG15712	6	6	Xu	REFSEQ hypothetical protein
VOG15713	6	6	Xu	REFSEQ antiholin
VOG15714	6	6	Xu	REFSEQ hypothetical protein
